model,fpr,tpr,threshold
rule,0.0,0.0,inf
rule,0.0,0.0023148148148148147,0.999960866775446
rule,0.0,0.006944444444444444,0.9998758993700618
rule,0.0,0.016203703703703703,0.9997067896478045
rule,0.0,0.020833333333333332,0.9996797856605595
rule,0.0,0.041666666666666664,0.9994372033549204
rule,0.0,0.046296296296296294,0.9994266673152465
rule,0.0,0.04861111111111111,0.9994233689843198
rule,0.0,0.05324074074074074,0.9994070336250461
rule,0.0,0.0763888888888889,0.9991895083792914
rule,0.0,0.08101851851851852,0.9991834351952269
rule,0.0,0.08796296296296297,0.9991782496910693
rule,0.0,0.09259259259259259,0.9991411457630133
rule,0.0,0.10416666666666667,0.9990567072936734
rule,0.0,0.1087962962962963,0.9989783502410775
rule,0.0,0.1111111111111111,0.9989426966384447
rule,0.0,0.9490740740740741,0.9988738639298692
rule,0.0,0.9745370370370371,0.9971533070992885
rule,0.0007127583749109052,0.9745370370370371,0.9969022267594305
rule,0.0007127583749109052,0.9884259259259259,0.9923363342959178
rule,0.0014255167498218105,0.9884259259259259,0.788823575607468
rule,0.0014255167498218105,0.9907407407407407,0.5750873328107815
rule,0.0021382751247327157,0.9907407407407407,0.5351335141962038
rule,0.003563791874554526,0.9907407407407407,0.30322392613206595
rule,0.007127583749109052,0.9907407407407407,0.03844259444502101
rule,0.008553100498930863,0.9930555555555556,0.023468250447049428
rule,0.011404133998574484,0.9930555555555556,0.016812302622082297
rule,0.012829650748396294,0.9930555555555556,0.013820002398569899
rule,0.01496792587312901,0.9930555555555556,0.012724073974705383
rule,0.01924447612259444,0.9953703703703703,0.008119579160726975
rule,0.022808267997148968,0.9953703703703703,0.00750162181056381
rule,0.023521026372059873,0.9953703703703703,0.006857125903266528
rule,0.023521026372059873,0.9976851851851852,0.006162044032049739
rule,0.029223093371347115,0.9976851851851852,0.002944950013681534
rule,0.03207412687099073,0.9976851851851852,0.0023124402765922363
rule,0.03706343549536707,0.9976851851851852,0.0017028348649901976
rule,0.039201710620099785,0.9976851851851852,0.001539089651940698
rule,0.040627227369921595,0.9976851851851852,0.0015091251369994607
rule,0.042765502494654314,0.9976851851851852,0.0014753012991043522
rule,0.045616535994297935,0.9976851851851852,0.0012758125700998667
rule,0.047042052744119746,0.9976851851851852,0.001241195576570189
rule,0.05131860299358518,0.9976851851851852,0.0008774236308406001
rule,0.05345687811831789,0.9976851851851852,0.0008754300473342591
rule,0.05915894511760513,0.9976851851851852,0.0007181879609071829
rule,0.06343549536707056,0.9976851851851852,0.0006826313996762752
rule,0.06628652886671418,0.9976851851851852,0.0006635845921499744
rule,0.0684248039914469,0.9976851851851852,0.0006596857352681734
rule,0.07626514611546685,0.9976851851851852,0.000450746480155944
rule,0.07769066286528867,0.9976851851851852,0.0004506539955469131
rule,0.08125445473984319,0.9976851851851852,0.0003918854380181835
rule,0.08267997148966501,0.9976851851851852,0.0003628172338145086
rule,0.09408410548823949,0.9976851851851852,0.0002587482021253676
rule,0.09693513898788311,0.9976851851851852,0.0002547010621581995
rule,0.1083392729864576,0.9976851851851852,0.00017580407727550912
rule,0.1104775481111903,0.9976851851851852,0.00017576600196329774
rule,0.11119030648610122,0.9976851851851852,0.00016814602168519982
rule,0.11404133998574484,0.9976851851851852,0.00015748105546852716
rule,0.11475409836065574,0.9976851851851852,0.00015133889316926649
rule,0.11689237348538846,0.9976851851851852,0.00014755169951732937
rule,0.11903064861012116,0.9976851851851852,0.00014415598020517612
rule,0.12045616535994298,0.9976851851851852,0.00014404976463166236
rule,0.1225944404846757,0.9976851851851852,0.00012381566813575825
rule,0.12544547398431932,0.9976851851851852,0.00012192661054939976
rule,0.13043478260869565,0.9976851851851852,9.560423460253217e-05
rule,0.1375623663578047,0.9976851851851852,9.299297359979846e-05
rule,0.1397006414825374,0.9976851851851852,8.868501459645937e-05
rule,0.14112615823235922,0.9976851851851852,8.58848544935871e-05
rule,0.14397719173200285,0.9976851851851852,7.748753244417413e-05
rule,0.14540270848182466,0.9976851851851852,7.629619600966598e-05
rule,0.15395580898075553,0.9976851851851852,5.0971101811496676e-05
rule,0.15538132573057734,0.9976851851851852,4.6458549693472945e-05
rule,0.15609408410548825,0.9976851851851852,4.5496317372047404e-05
rule,0.15751960085531005,0.9976851851851852,4.38842695967812e-05
rule,0.16037063435495366,0.9976851851851852,4.370332425794871e-05
rule,0.16250890947968638,0.9976851851851852,4.217041686264453e-05
rule,0.16535994297933002,0.9976851851851852,3.753298211572355e-05
rule,0.16749821810406273,0.9976851851851852,3.7308389150880136e-05
rule,0.17248752672843906,0.9976851851851852,3.0608125032386824e-05
rule,0.17533856022808267,0.9976851851851852,2.700368336490255e-05
rule,0.18389166072701355,0.9976851851851852,2.0685867294480173e-05
rule,0.18531717747683535,0.9976851851851852,2.0240413173828517e-05
rule,0.18745545260156807,0.9976851851851852,1.9163104378030852e-05
rule,0.1903064861012117,0.9976851851851852,1.8770290740729016e-05
rule,0.1917320028510335,0.9976851851851852,1.8015318839104322e-05
rule,0.19600855310049894,0.9976851851851852,1.751223459743668e-05
rule,0.19957234497505347,0.9976851851851852,1.5137726905918071e-05
rule,0.20171062009978616,0.9976851851851852,1.505098642913098e-05
rule,0.203136136849608,0.9976851851851852,1.4670084408451915e-05
rule,0.20883820384889523,0.9976851851851852,1.2069703962480638e-05
rule,0.21596578759800428,0.9976851851851852,1.1529580250775836e-05
rule,0.2166785459729152,0.9976851851851852,1.1529580250775755e-05
rule,0.21881682109764788,0.9976851851851852,1.1476666870866073e-05
rule,0.22808267997148968,0.9976851851851852,9.40105445035744e-06
rule,0.22950819672131148,0.9976851851851852,8.991638102025013e-06
rule,0.23022095509622237,0.9976851851851852,8.576562996924695e-06
rule,0.2316464718460442,0.9976851851851852,8.424568590468556e-06
rule,0.2323592302209551,0.9976851851851852,8.30671262111653e-06
rule,0.2344975053456878,0.9976851851851852,8.270621581065072e-06
rule,0.23734853884533144,0.9976851851851852,8.255221501623783e-06
rule,0.24019957234497505,0.9976851851851852,7.408513684580084e-06
rule,0.2444761225944405,0.9976851851851852,7.108415599765863e-06
rule,0.2459016393442623,0.9976851851851852,6.901794403414566e-06
rule,0.2473271560940841,0.9976851851851852,6.883635611612153e-06
rule,0.24875267284390593,0.9976851851851852,6.832869234951842e-06
rule,0.25017818959372773,0.9976851851851852,6.370354101689293e-06
rule,0.25302922309337134,0.9976851851851852,5.903220065233311e-06
rule,0.25445473984319317,0.9976851851851852,5.811572230525947e-06
rule,0.2580185317177477,0.9976851851851852,5.809548374867901e-06
rule,0.26585887384176765,0.9976851851851852,3.7210193135161803e-06
rule,0.26799714896650034,0.9976851851851852,3.676864988017029e-06
rule,0.2701354240912331,0.9976851851851852,3.487627629796622e-06
rule,0.27156094084105487,0.9976851851851852,3.4545871595540337e-06
rule,0.2786885245901639,0.9976851851851852,2.860513330887469e-06
rule,0.28011404133998574,0.9976851851851852,2.8038922690477296e-06
rule,0.2815395580898076,0.9976851851851852,2.736706987553956e-06
rule,0.2843905915894512,0.9976851851851852,2.637633996517189e-06
rule,0.2936564504632929,0.9976851851851852,1.8288818041914818e-06
rule,0.29508196721311475,0.9976851851851852,1.8250236778355318e-06
rule,0.29579472558802566,0.9976851851851852,1.7225437943279416e-06
rule,0.29793300071275836,0.9976851851851852,1.7103526372435205e-06
rule,0.3000712758374911,0.9976851851851852,1.6037147250400047e-06
rule,0.3014967925873129,0.9976851851851852,1.5971947475404304e-06
rule,0.3022095509622238,0.9976851851851852,1.5360600645414541e-06
rule,0.3050605844618674,0.9976851851851852,1.5024598455481374e-06
rule,0.308624376336422,0.9976851851851852,1.4972404134112078e-06
rule,0.31290092658588736,0.9976851851851852,1.3098759682845959e-06
rule,0.31860299358517463,0.9976851851851852,1.2868086191486995e-06
rule,0.31931575196008555,0.9976851851851852,1.1919704932485665e-06
rule,0.32145402708481824,0.9976851851851852,1.1775144021264085e-06
rule,0.33143264433357095,1.0,1.1727363470456833e-06
rule,0.33428367783321455,1.0,9.99672511161564e-07
rule,0.33642195295794725,1.0,9.670367341477535e-07
rule,0.3428367783321454,1.0,7.737429199882042e-07
rule,0.35994297933000713,1.0,7.729051414849931e-07
rule,0.36564504632929434,1.0,6.775255878065828e-07
rule,0.3670705630791162,1.0,6.757276995837911e-07
rule,0.3692088382038489,1.0,6.051071141501906e-07
rule,0.3706343549536707,1.0,5.866905507755923e-07
rule,0.37633642195295797,1.0,4.3271407331093634e-07
rule,0.37847469707769066,1.0,3.9975305787953597e-07
rule,0.3827512473271561,1.0,3.941444094718518e-07
